storm_id,year,month,month_name,name,start_date,end_date,duration_hours,max_wind_kt,max_wind_mph,min_pressure_mb,category_num,category,is_hurricane,is_major,landfalls,observations,narrative,is_retired
AL121954,1954,9,September,GILDA,1954-09-24,1954-09-30,132,60,69,998,0,TS,0,0,1,24,"Tropical Storm Gilda formed in the Caribbean Sea on September 24, 1954. The system tracked westward during its lifetime. Over its lifetime, the storm traversed the Caribbean Sea, the open Atlantic, the Gulf of Mexico. It reached peak intensity on September 26 with maximum sustained winds of 69 mph (60 kt). The minimum central pressure was recorded at 998 mb. It made landfall near the open Atlantic on September 27 with winds of 63 mph. The system persisted for approximately 6 days. The system dissipated over the Gulf of Mexico on September 30.",0
AL131954,1954,9,September,UNNAMED,1954-09-25,1954-10-07,282,85,97,,2,Cat 2,1,0,0,48,"The unnamed storm of 1954 (AL131954) formed in the central Atlantic on September 25, 1954. The system tracked northeastward during its lifetime. It reached peak intensity as a Category 2 hurricane on October 5 with maximum sustained winds of 97 mph (85 kt). The system persisted for approximately 12 days. The storm was tracked across 48 observations in the HURDAT2 database. The system dissipated over the open Atlantic on October 7.",0
AL141954,1954,10,October,HAZEL,1954-10-05,1954-10-18,312,115,132,938,4,Cat 4,1,1,5,56,"Hurricane Hazel formed in the central Atlantic on October 5, 1954. The system tracked northward during its lifetime. Over its lifetime, the storm traversed the central Atlantic, the Caribbean Sea, the western Atlantic, the western Atlantic off the U.S. East Coast. The storm covered a vast area, spanning approximately 46 degrees of latitude. It reached peak intensity as a Category 4 hurricane on October 15 with maximum sustained winds of 132 mph (115 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 938 mb. The system first reached hurricane strength on October 6 and continued to intensify over the following days. It made landfall near the Caribbean Sea on October 6 as a Category 1 hurricane with winds of 74 mph. It made landfall near the Caribbean islands on October 12 as a Category 3 hurricane with winds of 120 mph. The storm made 3 additional landfalls during its track. The system eventually weakened and transitioned into an extratropical cyclone. The system persisted for approximately 13 days. As a Category 4 hurricane, it possessed exceptionally dangerous winds capable of catastrophic damage. With a duration of approximately 13 days, it was a notably long-lived storm. A minimum pressure of 938 mb reflected the storm's significant intensity. The system dissipated over the open Atlantic on October 18.",1
AL151954,1954,11,November,UNNAMED,1954-11-16,1954-11-21,120,35,40,1005,0,TS,0,0,0,21,"The unnamed storm of 1954 (AL151954), a late-season system, formed in the central Atlantic on November 16, 1954. The system tracked westward during its lifetime. It reached peak intensity on November 17 with maximum sustained winds of 40 mph (35 kt). The minimum central pressure was recorded at 1005 mb. The system persisted for approximately 5 days. The storm was tracked across 21 observations in the HURDAT2 database. The system dissipated over the central Atlantic on November 21.",0
AL161954,1954,12,December,ALICE,1954-12-30,1955-01-06,162,80,92,991,1,Cat 1,1,0,1,29,"Hurricane Alice, a late-season storm, formed in the central Atlantic on December 30, 1954. The system tracked southwestward during its lifetime. It reached peak intensity as a Category 1 hurricane on January 1 with maximum sustained winds of 92 mph (80 kt). The minimum central pressure was recorded at 991 mb. It made landfall near the Caribbean Sea on January 2 as a Category 1 hurricane with winds of 74 mph. The system persisted for approximately 7 days. The system dissipated over the Caribbean Sea on January 6.",0
AL011955,1955,7,July,BRENDA,1955-07-31,1955-08-03,72,60,69,,0,TS,0,0,1,14,"Tropical Storm Brenda formed in the Gulf of Mexico on July 31, 1955. The system tracked northwestward during its lifetime. It reached peak intensity on August 1 with maximum sustained winds of 69 mph (60 kt). It made landfall near the northern Gulf Coast on August 1 with winds of 63 mph. The system persisted for approximately 3 days. The system dissipated over the open Atlantic on August 3.",0
AL021955,1955,8,August,CONNIE,1955-08-03,1955-08-15,282,120,138,944,4,Cat 4,1,1,1,49,"Hurricane Connie formed in the central Atlantic on August 3, 1955. The system tracked northwestward during its lifetime. Over its lifetime, the storm traversed the central Atlantic, the Caribbean Sea, the western Atlantic, the western Atlantic off the U.S. East Coast. The storm covered a vast area, spanning approximately 30 degrees of latitude. It reached peak intensity as a Category 4 hurricane on August 7 with maximum sustained winds of 138 mph (120 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 944 mb. The system first reached hurricane strength on August 4 and continued to intensify over the following days. It made landfall near the southeastern U.S. coast on August 12 as a Category 2 hurricane with winds of 97 mph. The system persisted for approximately 12 days. As a Category 4 hurricane, it possessed exceptionally dangerous winds capable of catastrophic damage. With a duration of approximately 12 days, it was a notably long-lived storm. The system dissipated over the open Atlantic on August 15.",1
AL031955,1955,8,August,DIANE,1955-08-07,1955-08-23,396,90,103,969,2,Cat 2,1,0,1,67,"Hurricane Diane formed in the central Atlantic on August 7, 1955. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the central Atlantic, the Caribbean Sea, the western Atlantic off the U.S. East Coast, the open Atlantic. It reached peak intensity as a Category 2 hurricane on August 13 with maximum sustained winds of 103 mph (90 kt). The minimum central pressure was recorded at 969 mb. It made landfall near the southeastern U.S. coast on August 17 with winds of 69 mph. The system persisted for approximately 16 days. Its 16-day duration made it an exceptionally long-lived system. The system dissipated over the open Atlantic on August 23.",1
AL041955,1955,8,August,EDITH,1955-08-21,1955-09-05,354,85,97,967,2,Cat 2,1,0,0,60,"Hurricane Edith formed in the central Atlantic on August 21, 1955. It initially tracked westward through the Atlantic before recurving northeastward. It reached peak intensity as a Category 2 hurricane on August 30 with maximum sustained winds of 97 mph (85 kt). The minimum central pressure was recorded at 967 mb. The system persisted for approximately 15 days. Its 15-day duration made it an exceptionally long-lived system. The system dissipated over the open Atlantic on September 5.",0
AL051955,1955,8,August,UNNAMED,1955-08-25,1955-08-28,72,45,51,1004,0,TS,0,0,1,14,"The unnamed storm of 1955 (AL051955) formed in the Gulf of Mexico on August 25, 1955. The system tracked northwestward during its lifetime. It reached peak intensity on August 27 with maximum sustained winds of 51 mph (45 kt). The minimum central pressure was recorded at 1004 mb. It made landfall near the northern Gulf Coast on August 27 with winds of 51 mph. The system persisted for approximately 3 days. The storm was tracked across 14 observations in the HURDAT2 database. The system dissipated over the open Atlantic on August 28.",0
AL061955,1955,9,September,FLORA,1955-09-02,1955-09-09,180,90,103,967,2,Cat 2,1,0,0,31,"Hurricane Flora formed in the eastern Atlantic near the Cape Verde Islands on September 2, 1955. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the eastern Atlantic near the Cape Verde Islands, the central Atlantic, the open Atlantic. It reached peak intensity as a Category 2 hurricane on September 6 with maximum sustained winds of 103 mph (90 kt). The minimum central pressure was recorded at 967 mb. The system persisted for approximately 8 days. The system dissipated over the open Atlantic on September 9.",1
AL071955,1955,9,September,GLADYS,1955-09-03,1955-09-06,72,65,74,996,1,Cat 1,1,0,1,14,"Hurricane Gladys formed in the Gulf of Mexico on September 3, 1955. The system tracked westward during its lifetime. It reached peak intensity as a Category 1 hurricane on September 5 with maximum sustained winds of 74 mph (65 kt). The minimum central pressure was recorded at 996 mb. It made landfall near the Gulf of Mexico on September 5 as a Category 1 hurricane with winds of 74 mph. The system persisted for approximately 3 days. The system dissipated over the Gulf of Mexico on September 6.",0
AL081955,1955,9,September,IONE,1955-09-10,1955-09-27,402,120,138,938,4,Cat 4,1,1,1,69,"Hurricane Ione formed in the central Atlantic on September 10, 1955. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the central Atlantic, the Caribbean Sea, the western Atlantic, the western Atlantic off the U.S. East Coast. The storm covered a vast area, spanning approximately 59 degrees of latitude. It reached peak intensity as a Category 4 hurricane on September 17 with maximum sustained winds of 138 mph (120 kt). The storm underwent rapid intensification, with winds increasing by at least 35 mph within a 24-hour period. The minimum central pressure was recorded at 938 mb. The system first reached hurricane strength on September 15 and continued to intensify over the following days. It made landfall near the southeastern U.S. coast on September 19 as a Category 2 hurricane with winds of 103 mph. The system eventually weakened and transitioned into an extratropical cyclone. The system persisted for approximately 17 days. As a Category 4 hurricane, it possessed exceptionally dangerous winds capable of catastrophic damage. Its 17-day duration made it an exceptionally long-lived system. A minimum pressure of 938 mb reflected the storm's significant intensity. The system dissipated over the open Atlantic on September 27.",1
